# source: GeoNames gazetteer, Iran (IR) — administrative divisions, admin level 1 (province) and 2 (county / shahrestan)
# url: https://download.geonames.org/export/dump/IR.zip
# sha256: a508c1962f00e637217e42b114d9dec1187abe6db73a9db56731f60dc0d9541f
# altnames-source: GeoNames alternate names, Iran (IR) — fa/ps/ckb/az/uz/ms/tg/ne/ta names by geonameid, plus kmr from the Latin-script (Hawar-alphabet) half of the generic `ku` tag (DT-020; prs checked and not usable, see this file's generator docstring)
# altnames-url: https://download.geonames.org/export/dump/alternatenames/IR.zip
# altnames-sha256: 52a2f2c70206baa69bc3c9fc65c0426751affb501d3042ff384c9fa20ee19b8e
# retrieved: 2026-09-25
# licence: CC BY 4.0, https://creativecommons.org/licenses/by/4.0/ (GeoNames, https://www.geonames.org/about.html); config/license/allowed-licenses.json dataLicenses, ADR-0039
# generator: tools/geodata/geonames_iran_divisions.py
# notes: no district (admin level 3 / bakhsh) rows — GeoNames' Iran admin3 coverage is 7 records, far short of the real count (docs/DATA_TODO.md DT-021); a division with no published alternate name in a language has an empty field for it; coverage per language (of 466 divisions): fa=463, ps=31, ckb=30, az=32, uz=31, ms=31, tg=32, ne=1, ta=30, kmr=31
# columns: code,level,parentCode,en,latitude,longitude,fa,ps,ckb,az,uz,ms,tg,ne,ta,kmr
449624	COUNTY	13	Shahrestān-e S̄alās̄-e Bābā Jānī	34.79105	46.05079	شهرستان سلاث باباجانی									
449628	COUNTY	13	Shahrestān-e Şaḩneh	34.58333	47.51667	شهرستان صحنه									
449627	COUNTY	13	Sonqor	34.86699	47.54628	شهرستان سنقر									
11963429	COUNTY	15	Aghajari	30.69352	49.82819	شهرستان آغاجاری									
9532909	COUNTY	15	Gotvand	32.23969	48.81522	شهرستان گتوند									
9532928	COUNTY	15	Haftkel	31.56667	49.40000	شهرستان هفتکل									
11963430	COUNTY	15	Hamidiyeh	31.48107	48.43303	شهرستان حمیدیّه									
9532924	COUNTY	15	Hoveyzeh	31.30583	47.94572	شهرستان هويزه									
11963434	COUNTY	15	Karun	31.27618	48.64174	شهرستان کارون									
449552	COUNTY	15	Khorramshahr	30.69176	48.21195	شهرستان خرمشهر									
449547	COUNTY	15	Shahrestān-e Ahvāz	31.33926	48.68695	شهرستان اهواز									
9532922	COUNTY	15	Shahrestān-e Andīkā	32.30788	49.53595	شهرستان انديکا									
449546	COUNTY	15	Shahrestān-e Andīmeshk	32.70000	48.30000	شهرستان انديمشک									
449550	COUNTY	15	Shahrestān-e Bandar-e Māhshahr	30.63333	49.11667	شهرستان بندر ماهشهر									
449551	COUNTY	15	Shahrestān-e Behbahān	30.53097	50.21477	شهرستان بهبهان									
449549	COUNTY	15	Shahrestān-e Bāgh-e Malek	31.47663	49.92501	شهرستان باغ ملک									
9532926	COUNTY	15	Shahrestān-e Bāvī	31.52040	48.96469	شهرستان باوی									
449554	COUNTY	15	Shahrestān-e Dasht-e Āzādegān	31.68455	48.09876	شهرستان دشت آزادگان									
449553	COUNTY	15	Shahrestān-e Dezfūl	32.56667	48.78333	شهرستان دزفول									
449561	COUNTY	15	Shahrestān-e Hendījān	30.30912	49.73490	شهرستان هنديجان									
449559	COUNTY	15	Shahrestān-e Lālī	32.41667	49.16667	شهرستان لالی									
449560	COUNTY	15	Shahrestān-e Masjed Soleymān	31.98333	49.26667	شهرستان مسجدسليمان									
449545	COUNTY	15	Shahrestān-e Omīdīyeh	30.75000	49.70000	شهرستان اميديه									
449555	COUNTY	15	Shahrestān-e Rāmhormoz	31.21667	49.65000	شهرستان رامهرمز									
9532929	COUNTY	15	Shahrestān-e Rāmshīr	30.95000	49.39238	شهرستان رامشير									
449556	COUNTY	15	Shahrestān-e Shādegān	30.64503	48.67283	شهرستان شادگان									
449557	COUNTY	15	Shahrestān-e Shūsh	32.02599	48.19710	شهرستان شوش									
449558	COUNTY	15	Shahrestān-e Shūshtar	31.91521	49.08482	شهرستان شوشتر									
449544	COUNTY	15	Shahrestān-e Ābādān	30.20602	48.60012	شهرستان آبادان									
449548	COUNTY	15	Shahrestān-e Īz̄eh	31.86957	49.98576	شهرستان ايذه									
449606	COUNTY	16	Qorveh	35.22526	47.83947	شهرستان قروه									
449605	COUNTY	16	Sanandaj	35.38376	46.90256	شهرستان سنندج									
449604	COUNTY	16	Saqqez	36.15548	46.37865	شهرستان سقز									
449600	COUNTY	16	Shahrestān-e Bāneh	35.99517	45.84652	شهرستان بانه									
449601	COUNTY	16	Shahrestān-e Bījār	35.86667	47.60000	شهرستان بيجار									
9532949	COUNTY	16	Shahrestān-e Dehgolān	35.33464	47.35853	شهرستان دهگلان									
449602	COUNTY	16	Shahrestān-e Dīvāndarreh	35.94960	46.95789	شهرستان ديواندرِه									
449607	COUNTY	16	Shahrestān-e Kāmyārān	34.90798	46.91319	شهرستان كامياران									
449608	COUNTY	16	Shahrestān-e Marīvān	35.57821	46.34426	شهرستان مريوان									
449603	COUNTY	16	Shahrestān-e Sarvābād	35.22522	46.39458	شهرستان سرو آباد									
449501	COUNTY	22	Deylam	30.02500	50.34333	شهرستان ديلم									
449500	COUNTY	22	Deyr	28.01950	51.69200	شهرستان دير									
449497	COUNTY	22	Jam	27.95778	52.17600	شهرستان جم									
449495	COUNTY	22	Shahrestān-e Būshehr	29.14186	50.98160	شهرستان بوشهر									
449498	COUNTY	22	Shahrestān-e Dashtestān	29.28333	51.25000	شهرستان دشتستان									
449499	COUNTY	22	Shahrestān-e Dashtī	28.48685	51.56182	شهرستان دشتی									
449503	COUNTY	22	Shahrestān-e Genāveh	29.62333	50.63000	شهرستان گناوه									
449502	COUNTY	22	Shahrestān-e Kangān	27.72000	52.27000	شهرستان كنگان									
449496	COUNTY	22	Shahrestān-e Tangestān	28.88333	51.26667	شهرستان تنگستان									
9519975	COUNTY	22	‘Asalūyah	27.42500	52.72000	شهرستان عسلويه									
449670	COUNTY	23	Delfan	34.05000	47.78333	شهرستان دلفان									
449671	COUNTY	23	Dorūd	33.52313	49.07248	شهرستان دورود									
449668	COUNTY	23	Pol-e Dokhtar	33.13361	47.97070	شهرستان پل دختر									
11962671	COUNTY	23	Rumeshkhan County	33.27960	47.48995	شهرستان رومِشکان									
449672	COUNTY	23	Selseleh	33.82985	48.20389	شهرستان سلسله									
449666	COUNTY	23	Shahrestān-e Alīgūdarz	33.04651	49.39498	شهرستان اليگودرز									
449665	COUNTY	23	Shahrestān-e Aznā	33.50450	49.43509	شهرستان ازنا									
449667	COUNTY	23	Shahrestān-e Borūjerd	33.88897	48.75214	شهرستان بروجرد									
9533002	COUNTY	23	Shahrestān-e Dūreh	33.60337	47.93319	شهرستان دوره									
449669	COUNTY	23	Shahrestān-e Khorramābād	33.39367	48.56906	شهرستان خرم آباد									
449673	COUNTY	23	Shahrestān-e Kūhdasht	33.55454	47.38381	شهرستان كوهدشت									
124337	COUNTY	25	Mahdishahr	35.70930	53.35332	سَنگسَر									
449569	COUNTY	25	Shahrestān-e Dāmghān	35.50000	54.33333	شهرستان دامغان									
449572	COUNTY	25	Shahrestān-e Garmsār	34.92583	52.16297	شهرستان گرمسار									
9533331	COUNTY	25	Shahrestān-e Mayāmey	36.61719	56.06062	شهرستان ميامی									
449570	COUNTY	25	Shahrestān-e Semnān	35.05193	53.80126	شهرستان سمنان									
449571	COUNTY	25	Shahrestān-e Shāhrūd	35.44239	55.60404	شهرستان شاهرود									
9533333	COUNTY	25	Shahrestān-e Ārādān	34.89958	52.63352	شهرستان آرادان									
9533334	COUNTY	25	Sorkheh	34.92140	53.14802	شهرستان سرخه									
11963423	COUNTY	26	Pardis	35.74169	51.77705	شهرستان پردیس									
11963424	COUNTY	26	Qarchak	35.43289	51.56597	شهرستان قرچک									
9533737	COUNTY	26	Qods	35.70500	51.09067	شهرستان قدس									
449509	COUNTY	26	Rey	35.34967	51.29500	شهرستان رِی									
9533739	COUNTY	26	Shahrestān-e Bahārestān	35.52537	51.16278	شهرستان بهارستان									
449507	COUNTY	26	Shahrestān-e Damāvand	35.61500	52.18333	شهرستان دماوند									
9533740	COUNTY	26	Shahrestān-e Eslāmshahr	35.58333	51.25000	شهرستان اسلامشهر									
449513	COUNTY	26	Shahrestān-e Fīrūzkūh	35.75000	52.69756	شهرستان فيروزكوه									
9533736	COUNTY	26	Shahrestān-e Malārd	35.61000	50.69667	شهرستان ملارد									
449505	COUNTY	26	Shahrestān-e Pākdasht	35.47500	51.77778	شهرستان پاكدشت									
9533741	COUNTY	26	Shahrestān-e Pīshvā	35.33000	51.75111	شهرستان پيشوا									
449508	COUNTY	26	Shahrestān-e Robāţ Karīm	35.48933	51.04978	شهرستان رباط كريم									
449512	COUNTY	26	Shahrestān-e Shahrīār	35.62828	51.06632	شهرستان شهريار									
449511	COUNTY	26	Shahrestān-e Shemīrānāt	35.91333	51.61500	شهرستان شميرانات									
449506	COUNTY	26	Shahrestān-e Tehrān	35.71758	51.40545	شهرستان تهران									
449516	COUNTY	26	Shahrestān-e Varāmīn	35.33081	51.64124	شَهرِستانِ وَرامين									
11962673	COUNTY	28	Buin va Miandasht	33.07241	50.14641										
449485	COUNTY	28	Fereydan	32.97912	50.41097	شهرستان فريدن									
449475	COUNTY	28	Shahrestān-e Ardestān	33.56742	52.53570	شهرستان اردستان									
449477	COUNTY	28	Shahrestān-e Borkhvār	33.01096	51.76762	شهرستان برخوار									
12543581	COUNTY	28	Shahrestān-e Bū‘īn va Mīāndasht	33.15576	50.08789	شهرستان بوئین و میاندشت									
449479	COUNTY	28	Shahrestān-e Chādegān	32.75000	50.50000	شهرستان چادگان									
449483	COUNTY	28	Shahrestān-e Dehāqān	31.99157	51.61441	شهرستان دهاقان									
449476	COUNTY	28	Shahrestān-e Eşfahān	32.24264	52.44152	شهرستان اصفهان									
449487	COUNTY	28	Shahrestān-e Falāvarjān	32.51856	51.53108	شهرستان فلاورجان									
449486	COUNTY	28	Shahrestān-e Fareydūnshahr	32.85278	50.00539	شهرستان فريدونشهر									
449489	COUNTY	28	Shahrestān-e Golpāyegān	33.50000	50.33333	شهرستان گلپايگان									
449480	COUNTY	28	Shahrestān-e Khomeynī Shahr	32.68354	51.51132	شهرستان خمينی شهر									
449481	COUNTY	28	Shahrestān-e Khvānsār	33.25619	50.38488	شهرستان خوانسار									
9519980	COUNTY	28	Shahrestān-e Khūr va Bīābānak	33.78504	54.91482	شهرستان خور و بيابانک									
449488	COUNTY	28	Shahrestān-e Kāshān	33.91164	51.28412	شهرستان کاشان									
449490	COUNTY	28	Shahrestān-e Lenjān	32.39760	51.21979	شهرستان لنجان									
449491	COUNTY	28	Shahrestān-e Mobārakeh	32.28152	51.50610	شهرستان مبارکه									
449493	COUNTY	28	Shahrestān-e Najafābād	32.93333	51.11667	شهرستان نجف آباد									
122490	COUNTY	28	Shahrestān-e Naţanz	33.58227	51.91955	نطنز									
449492	COUNTY	28	Shahrestān-e Nā’īn	33.41579	53.65686	شهرستان نائین									
449482	COUNTY	28	Shahrestān-e Semīrom	31.28180	51.59672	شهرستان سميرم									
449484	COUNTY	28	Shahrestān-e Shahreẕā	31.68655	51.90563	شهرستان شهرضا									
9519981	COUNTY	28	Shahrestān-e Shāhīn Shahr va Meymeh	33.30130	51.19572	شهرستان شاهين شهر و ميمه									
449478	COUNTY	28	Shahrestān-e Tīrān va Karvan	32.78431	50.95479	شهرستان تيران و کرون									
449474	COUNTY	28	Shahrestān-e Ārān va Bīdgol	34.10000	51.90000	شهرستان آران و بيدگل									
449611	COUNTY	29	Bam	29.06731	58.20400	شهرستان بم									
9524452	COUNTY	29	Fahraj	29.09257	59.14492	شهرستان فهرج									
9524453	COUNTY	29	Rīgān	28.66855	59.06163	ريگان									
9524445	COUNTY	29	Shahrestān-e Anār	30.84616	55.29718	شهرستان انار									
449610	COUNTY	29	Shahrestān-e Bardsīr	29.79442	56.68365	شهرستان بردسير									
449609	COUNTY	29	Shahrestān-e Bāft	29.01862	56.47999	شهرستان بافت									
9524449	COUNTY	29	Shahrestān-e Fāryāb	28.16904	57.23266	شهرستان فارياب									
449612	COUNTY	29	Shahrestān-e Jīroft	28.77180	57.50029	شهرستان جيرفت									
449620	COUNTY	29	Shahrestān-e Kahnūj	27.89013	57.63829	شهرستان کهنوج									
449619	COUNTY	29	Shahrestān-e Kermān	30.32869	58.13935	شهرستان کرمان									
9524446	COUNTY	29	Shahrestān-e Kūhbanān	31.33631	56.27288	شهرستان کوهبنان									
449621	COUNTY	29	Shahrestān-e Manūjān	27.34244	57.64236	شهرستان منوجان									
9524451	COUNTY	29	Shahrestān-e Narmāshīr	29.26667	58.73333	شهرستان نرماشير									
9524448	COUNTY	29	Shahrestān-e Orzū‘īyeh	28.42539	56.50388	شهرستان ارزوئیه									
9524455	COUNTY	29	Shahrestān-e Qal‘eh Ganj	27.14558	58.37823	شهرستان قلعه گنج									
449614	COUNTY	29	Shahrestān-e Rafsanjān	30.52778	55.89152	شهرستان رفسنجان									
9524447	COUNTY	29	Shahrestān-e Rābor	29.22644	57.00576	شهرستان رابر									
449613	COUNTY	29	Shahrestān-e Rāvar	31.32362	57.13737	شهرستان راور									
9524454	COUNTY	29	Shahrestān-e Rūdbār-e Jonūbī	27.86845	58.44458	شهرستان رودبار جنوبی									
449617	COUNTY	29	Shahrestān-e Shahr-e Bābak	30.21698	54.99166	شهرستان شهر بابک									
66575	COUNTY	29	Shahrestān-e Sīrjān	29.32391	55.68239	شهرستان سيرجان									
449618	COUNTY	29	Shahrestān-e ‘Anbarābād	28.40435	58.16304	شهرستان عنبرآباد									
449615	COUNTY	29	Zarand	30.85416	56.29322	شهرستان زرند									
449465	COUNTY	32	Shahrestān-e Ardabīl	38.24953	48.29903	شهرستان اردبيل									
449466	COUNTY	32	Shahrestān-e Bīleh Savār	39.34267	47.97233	شهرستان بيلِه سوار									
449470	COUNTY	32	Shahrestān-e Germī	39.03333	47.87778	شهرستان گرمی									
8620950	COUNTY	32	Shahrestān-e Khalkhāl	37.42500	48.53778	شهرستان خلخال									
449469	COUNTY	32	Shahrestān-e Kows̄ar	37.70878	48.26900	شهرستان كوثر									
449471	COUNTY	32	Shahrestān-e Meshgīn Shahr	38.56000	47.78000	شهرستان مشگين شهر									
449472	COUNTY	32	Shahrestān-e Namīn	38.39233	48.46778	شهرستان نمين									
449473	COUNTY	32	Shahrestān-e Nīr	37.98667	48.11111	شهرستان نير									
449467	COUNTY	32	Shahrestān-e Pārsābād	39.54444	47.74222	شهرستان پارس آباد									
9514745	COUNTY	32	Shahrestān-e Sar‘eyn	38.19222	47.99333	شهرستان سرعين									
449427	COUNTY	33	Ahar	38.53343	47.28337	شهرستان اهر									
449436	COUNTY	33	Kaleybar	38.93045	47.13965	شهرستان كلِيبر									
449438	COUNTY	33	Marand	38.56031	45.66182	شهرستان مرند									
449434	COUNTY	33	Shabestar	38.15556	45.71803	شهرستان شبستر									
449429	COUNTY	33	Shahrestān-e Bonāb	37.32158	46.01190	شهرستان بناب									
449428	COUNTY	33	Shahrestān-e Bostānābād	37.80615	46.81780	شهرستان بستان آباد									
449432	COUNTY	33	Shahrestān-e Chārāvīmāq	37.06612	47.11108	شهرستان چاراويماق									
449443	COUNTY	33	Shahrestān-e Hashtrūd	37.42639	46.91075	شهرستان هشترود									
449441	COUNTY	33	Shahrestān-e Herīs	38.23121	46.82576	شهرستان هريس									
449431	COUNTY	33	Shahrestān-e Jolfā	38.83343	45.91680	شهرستان جلفا									
9517647	COUNTY	33	Shahrestān-e Khodā Āfarīn	39.04785	46.98345	شهرستان خداآفرين									
449439	COUNTY	33	Shahrestān-e Malekān	37.12676	46.20972	شهرستان ملكان									
449437	COUNTY	33	Shahrestān-e Marāgheh	37.36155	46.42513	شهرستان مراغه									
449440	COUNTY	33	Shahrestān-e Mīāneh	37.46169	47.73216	شهرستان ميانه									
449426	COUNTY	33	Shahrestān-e Oskū	37.93546	45.87805	شهرستان اسكو									
8620951	COUNTY	33	Shahrestān-e Sarāb	37.98340	47.46679	شهرستان سراب									
449430	COUNTY	33	Shahrestān-e Tabrīz	38.07542	46.26920	شهرستان تبريز									
449442	COUNTY	33	Shahrestān-e Varzaqān	38.59492	46.46397	شهرستان ورزقان									
449425	COUNTY	33	Shahrestān-e Āz̄arshahr	37.73708	45.88009	شهرستان آذرشهر									
449435	COUNTY	33	Shahrestān-e ‘Ajab Shīr	37.55069	46.03613	شهرستان عجب شير									
449692	COUNTY	34	Khomeyn	33.66278	49.98819	شهرستان خمِين									
449690	COUNTY	34	Shahrestān-e Arāk	34.13333	49.80000	شَهرِستانِ آراك									
449693	COUNTY	34	Shahrestān-e Delījān	34.01116	50.75288	شهرستان دليجان									
9533005	COUNTY	34	Shahrestān-e Farahān	34.63332	49.63617	شهرستان فرهان									
9533006	COUNTY	34	Shahrestān-e Khondāb	34.34248	49.22280	شهرستان خنداب									
449697	COUNTY	34	Shahrestān-e Komījān	34.72716	49.31861	شهرستان كميجان									
449698	COUNTY	34	Shahrestān-e Maḩallāt	33.91667	50.41667	شهرستان محلات									
449696	COUNTY	34	Shahrestān-e Shāzand	33.89657	49.30466	شهرستان شازند									
449695	COUNTY	34	Shahrestān-e Sāveh	35.07148	50.06630	شهرستان ساوه									
449694	COUNTY	34	Shahrestān-e Zarandīyeh	35.36667	50.33333	شهرستان زرنديه									
69179	COUNTY	34	Shahrestān-e Āshtīān	34.43831	50.06048	شهرستان آشتيان									
449691	COUNTY	34	Tafresh	34.76534	50.00260	شهرستان تفرش									
449677	COUNTY	35	Behshahr	36.65101	53.58838	شهرستان بهشهر									
449675	COUNTY	35	Bābol	36.30500	52.63333	شهرستان بابل									
449688	COUNTY	35	Nowshahr	36.43333	51.60000	شهرستان نوشهر									
7830204	COUNTY	35	Savadkuh-e Shomali	35.97765	52.68246	سوادکوه شمالی									
12543580	COUNTY	35	Savād Kūh-e Shomālī	36.27361	52.85151	سواد کوه شمالی									
68057	COUNTY	35	Shahrestan-e Kalār Dasht	36.45000	51.11667	شهرستان كلار دشت									
449676	COUNTY	35	Shahrestān-e Bābolsar	36.66667	52.73333	شهرستان بابلسر									
449680	COUNTY	35	Shahrestān-e Chālūs	36.40066	51.24429	شهرستان چالوس									
9533062	COUNTY	35	Shahrestān-e Fareydūnkenār	36.64781	52.53063	شهرستان فريدونکنار									
9533060	COUNTY	35	Shahrestān-e Galūgāh	36.66667	53.80000	شهرستان گلوگاه									
449679	COUNTY	35	Shahrestān-e Jūybār	36.66666	52.91333	شهرستان جويبار									
449685	COUNTY	35	Shahrestān-e Maḩmūdābād	36.60416	52.32950	شهرستان محمود آباد									
9533061	COUNTY	35	Shahrestān-e Mīāndorūd	36.54106	53.28153	شهرستان مياندورود									
449686	COUNTY	35	Shahrestān-e Nekā	36.47008	53.61803	شهرستان نكا									
449687	COUNTY	35	Shahrestān-e Nūr	36.31667	51.98333	شهرستان نور									
449684	COUNTY	35	Shahrestān-e Qā’em Shahr	36.45583	52.88243	شهرستان قائم شهر									
449681	COUNTY	35	Shahrestān-e Rāmsar	36.76667	50.53333	شهرستان رامسر									
449683	COUNTY	35	Shahrestān-e Savādkūh	36.05268	52.96572	شهرستان سوادكوه									
449682	COUNTY	35	Shahrestān-e Sārī	36.33333	53.28333	شهرستان ساری									
449678	COUNTY	35	Shahrestān-e Tonekābon	36.61567	50.82696	شهرستان تنكابن									
449674	COUNTY	35	Shahrestān-e Āmol	36.20000	52.38333	شهرستان آمل									
9533059	COUNTY	35	Shahrestān-e ‘Abbāsābād	36.63333	51.15000	شهرستان عباس آباد									
11962672	COUNTY	35	Simorgh County	36.57914	52.82364	شهرستان سیمرغ									
449562	COUNTY	36	Abhar	36.30000	49.05000	شهرستان ابهر									
449565	COUNTY	36	Khorramdarreh	36.23333	49.20000	شهرستان خرمدرِه									
449564	COUNTY	36	Shahrestān-e Khodābandeh	36.00000	48.50000	شهرستان خدابنده									
449568	COUNTY	36	Shahrestān-e Māhneshān	36.64285	47.58775	شهرستان ماهنشان									
66310	COUNTY	36	Shahrestān-e Zanjān	36.58333	48.25000	شَهرِستانِ زَنجان									
449563	COUNTY	36	Shahrestān-e Ījrūd	36.31119	48.20350	شهرستان ايجرود									
449567	COUNTY	36	Shahrestān-e Ţārom	36.94333	48.89500	شهرستان طارِم									
11963463	COUNTY	36	Soltaniyeh	36.43235	48.79393	شهرستان سلطانیه									
449641	COUNTY	37	Bandar-e Gaz	36.71444	53.95444	شهرستان بندر گز									
9522216	COUNTY	37	Shahrestān-e Gomīshān	37.15000	54.15000	شهرستان گميشان									
449647	COUNTY	37	Shahrestān-e Gonbad-e Kāvūs	37.56222	55.10333	شهرستان گنبد كاووس									
449646	COUNTY	37	Shahrestān-e Gorgān	36.75500	54.50667	شهرستان گرگان									
9522218	COUNTY	37	Shahrestān-e Gālīkesh	37.32500	55.67889	شهرستان گاليکش									
449645	COUNTY	37	Shahrestān-e Kalāleh	37.54333	55.48000	شهرستان كلاله									
449644	COUNTY	37	Shahrestān-e Kordkūy	36.67333	54.19333	شهرستان كردكوی									
9522217	COUNTY	37	Shahrestān-e Marāveh Tappeh	37.85000	55.93500	شهرستان مراوه تپه									
449648	COUNTY	37	Shahrestān-e Mīnūdasht	37.13000	55.46000	شهرستان مينودشت									
449642	COUNTY	37	Shahrestān-e Rāmīān	36.96778	55.08889	شهرستان راميان									
449639	COUNTY	37	Shahrestān-e Āq Qalā	37.16667	54.53000	شهرستان آق قلا									
449638	COUNTY	37	Shahrestān-e Āzādshahr	36.93889	55.35444	شهرستان آزادشهر									
449643	COUNTY	37	Shahrestān-e ‘Alīābād	36.83333	54.88333	شهرستان علی آباد									
449640	COUNTY	37	Torkaman	36.91889	54.11778	شهرستان تركمن									
11963561	COUNTY	38	Alborz	36.18861	50.07829	شهرستان اَلبرز									
11963519	COUNTY	38	Avaj	35.57685	49.22241	شهرستان آوج									
449596	COUNTY	38	Shahrestān-e Bū’īn Zahrā	35.79222	49.95889	شهرستان بوئين زهرا									
449598	COUNTY	38	Shahrestān-e Qazvīn	36.35000	49.92333	شهرستان قزوين									
449597	COUNTY	38	Shahrestān-e Tākestān	36.01111	49.54000	شهرستان تاكستان									
449595	COUNTY	38	Ābyek	36.11778	50.34133	شهرستان آبيک									
449599	COUNTY	39	Qom	34.69000	51.04333	شهرستان قم									
449724	COUNTY	40	Meybod	31.96122	53.37928	شهرستان ميبد									
449716	COUNTY	40	Shahrestān-e Abarkūh	31.08318	53.38500	شهرستان ابركوه									
449717	COUNTY	40	Shahrestān-e Ardakān	32.59667	54.78500	شهرستان اردكان									
449721	COUNTY	40	Shahrestān-e Ashkez̄ar	31.98759	54.04680	شَهرِستانِ صَدوق									
9533896	COUNTY	40	Shahrestān-e Behābād	32.00934	56.13586	شهرستان بهاباد									
449718	COUNTY	40	Shahrestān-e Bāfq	31.66979	55.40074	شهرستان بافق									
449720	COUNTY	40	Shahrestān-e Khātam	30.31699	54.20483	شهرستان خاتم									
449723	COUNTY	40	Shahrestān-e Mehrīz	31.34728	54.64283	شهرستان مهريز									
449725	COUNTY	40	Shahrestān-e Yazd	31.88980	54.36069	شَهرِستانِ يَزد									
449719	COUNTY	40	Taft	31.44780	53.81411	شهرستان تفت									
449532	COUNTY	41	Ferdows	33.95667	57.97000	شهرستان فردوس									
9525806	COUNTY	41	Shahrestān-e Boshrūyeh	34.05500	57.44111	شهرستان بشرويه									
449523	COUNTY	41	Shahrestān-e Bīrjand	33.07000	59.25500	شهرستان بيرجند									
8620944	COUNTY	41	Shahrestān-e Darmīān	32.94889	60.12333	شهرستان درميان									
9534259	COUNTY	41	Shahrestān-e Khūsf	32.29444	58.63500	شهرستان خوسف									
1482419	COUNTY	41	Shahrestān-e Nehbandān	31.50000	59.79500	شهرستان نهبندان									
449534	COUNTY	41	Shahrestān-e Qā’enāt	33.72434	59.17209	شهرستان قائنات									
449524	COUNTY	41	Shahrestān-e Sarbīsheh	32.40000	60.08333	شهرستان سربيشه									
9525807	COUNTY	41	Shahrestān-e Sarāyān	33.48133	58.31667	شهرستان سرايان									
9534260	COUNTY	41	Shahrestān-e Zīrkūh	33.54333	60.18000	شهرستان زيرکوه									
11963427	COUNTY	41	Tabas	32.80304	60.22146										
449525	COUNTY	42	Bardaskan	35.24063	57.52274	شهرستان بردسكن									
449529	COUNTY	42	Dargaz	37.36904	59.01068	شهرستان درگز									
6550	COUNTY	42	Dāvarzan	36.33333	56.83333	شهرستان داورزن									
9526258	COUNTY	42	Fīrūzeh	36.31419	58.42171	شهرستان فيروزه									
9526255	COUNTY	42	Joveyn	36.60831	57.46644	شهرستان جوين									
8620943	COUNTY	42	Mahvelāt	34.98995	58.75420	شهرستان مه ولات									
449538	COUNTY	42	Mashhad	36.24865	59.80153	شهرستان مشهد									
1482443	COUNTY	42	Sarakhs	36.30000	60.81667	شهرستان سرخس									
9526253	COUNTY	42	Shahrestān-e Bajestān	34.59511	58.16167	شهرستان بجستان									
9526343	COUNTY	42	Shahrestān-e Bākharz	35.02879	60.31275	شهرستان باخرز									
9526260	COUNTY	42	Shahrestān-e Bīnālūd	36.28980	59.32266	شهرستان طرقبه شانديز									
449527	COUNTY	42	Shahrestān-e Chenārān	36.70652	59.05552	شهرستان چناران									
449533	COUNTY	42	Shahrestān-e Farīmān	35.70000	59.83333	شهرستان فريمان									
449537	COUNTY	42	Shahrestān-e Gonābād	34.39006	58.88273	شهرستان گناباد									
9526254	COUNTY	42	Shahrestān-e Joghatāy	36.67908	56.99342	شهرستان جغتای									
1482469	COUNTY	42	Shahrestān-e Kalāt	36.90000	59.90000	شهرستان كلات									
449528	COUNTY	42	Shahrestān-e Khalīlābād	35.13968	58.19932	شهرستان خليل آباد									
9526257	COUNTY	42	Shahrestān-e Khowshāb	36.48396	58.09942	شهرستان خوشاب									
1482426	COUNTY	42	Shahrestān-e Khvāf	34.39906	60.02688	شهرستان خواف									
449536	COUNTY	42	Shahrestān-e Kāshmar	35.45173	58.47475	شهرستان كاشمر									
449539	COUNTY	42	Shahrestān-e Neyshābūr	36.11031	58.74659	شهرستان نيشابور									
449535	COUNTY	42	Shahrestān-e Qūchān	37.12633	58.58476	شهرستان قوچان									
449530	COUNTY	42	Shahrestān-e Roshtkhvār	34.91667	59.36667	شهرستان رشتخوار									
449531	COUNTY	42	Shahrestān-e Sabzevār	35.90820	57.55509	شهرستان سبزوار									
449526	COUNTY	42	Shahrestān-e Torbat-e Ḩeydarīyeh	35.46667	59.10000	شهرستان تربت حيدريه									
1482420	COUNTY	42	Shahrestān-e Tāybād	34.73333	60.73333	شهرستان تايباد									
1482421	COUNTY	42	Torbat-e Jām	35.47517	60.75145	شهرستان تربت جام									
9526342	COUNTY	42	Zāveh	35.28333	59.73333	شهرستان زاوه									
9532886	COUNTY	43	Garmeh	37.15222	56.24667	شهرستان گرمه									
11963428	COUNTY	43	Raz and Jargalan	37.93060	57.11940	شهرستان راز و جرگلان									
449541	COUNTY	43	Shahrestān-e Bojnūrd	37.56667	57.35667	شهرستان بجنورد									
449540	COUNTY	43	Shahrestān-e Esfarāyen	36.96222	57.54778	شهرستان اسفراين									
8620942	COUNTY	43	Shahrestān-e Fārūj	37.18500	58.17778	شهرستان فاروج									
449542	COUNTY	43	Shahrestān-e Jājarm	37.03778	56.68000	شهرستان جاجرم									
8620941	COUNTY	43	Shahrestān-e Māneh va Samalqān	37.66500	56.60111	شهرستان مانه و سملقان									
449543	COUNTY	43	Shahrestān-e Shīrvān	37.54889	57.89111	شهرستان شيروان									
11963420	COUNTY	44	Fardis	35.72318	50.97865	شهرستان فردیس									
449514	COUNTY	44	Karaj	35.96500	51.09500	شهرِستان كرج									
9513961	COUNTY	44	Shahrestān-e Eshtehārd	35.72889	50.45889	شهرستان اشتهارد									
